cement,slag,fly_ash,water,superplasticizer,course_aggregate,fine_aggregate,age,strength,,cement_2,slag_2,fly_ash_2,water_2,superplasticizer_2,course_aggregate_2,fine_aggregate_2,age_2
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,,29721.76,184.96,29721.76,24586.24,16.81,1012639.69,733420.96,3136
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,,30102.25,2510.01,30102.25,27159.04,42.25,1012438.44,629642.25,3136
167,75.4,167,164,7.9,1007.3,770.1,56,53.46,,27889,5685.16,27889,26896,62.41,1014653.29,593054.01,3136
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,,30206.44,8723.56,25568.01,29687.29,94.09,1014451.84,557411.56,3136
190.3,0,125.2,166.6,9.9,1079,798.9,56,31.72,,36214.09,0,15675.04,27755.56,98.01,1164241,638241.21,3136
250,0,95.7,191.8,5.3,948.9,857.2,56,39.64,,62500,0,9158.49,36787.24,28.09,900411.21,734791.84,3136
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,51.26,,45582.25,0,30345.64,25344.64,136.89,1089100.96,595829.61,3136
194.7,0,100.5,170.2,7.5,998,901.8,56,43.39,,37908.09,0,10100.25,28968.04,56.25,996004,813243.24,3136
251.4,0,118.3,192.9,5.8,1043.6,754.3,56,39.27,,63201.96,0,13994.89,37210.41,33.64,1089100.96,568968.49,3136
165,0,143.6,163.8,0,1005.6,900.9,100,37.96,,27225,0,20620.96,26830.44,0,1011231.36,811620.81,10000
165,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,,27225,16512.25,17450.41,30660.01,65.61,1011633.64,557411.56,10000
178,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,,31684,16848.04,14065.96,32364.01,12.96,1014653.29,557710.24,10000
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,,28022.76,16874.01,16537.96,30800.25,60.84,1012639.69,557411.56,10000
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,,29721.76,184.96,29721.76,24586.24,16.81,1012639.69,733420.96,10000
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,,30102.25,2510.01,30102.25,27159.04,42.25,1012438.44,629642.25,10000
167,75.4,167,164,7.9,1007.3,770.1,100,56.81,,27889,5685.16,27889,26896,62.41,1014653.29,593054.01,10000
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,,30206.44,8723.56,25568.01,29687.29,94.09,1014451.84,557411.56,10000
190.3,0,125.2,166.6,9.9,1079,798.9,100,33.56,,36214.09,0,15675.04,27755.56,98.01,1164241,638241.21,10000
250,0,95.7,191.8,5.3,948.9,857.2,100,41.16,,62500,0,9158.49,36787.24,28.09,900411.21,734791.84,10000
213.5,0,174.2,159.2,11.7,1043.6,771.9,100,52.96,,45582.25,0,30345.64,25344.64,136.89,1089100.96,595829.61,10000
194.7,0,100.5,170.2,7.5,998,901.8,100,44.28,,37908.09,0,10100.25,28968.04,56.25,996004,813243.24,10000
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,40.15,,63201.96,0,13994.89,37210.41,33.64,1089100.96,568968.49,10000
446,24,79,162,11.6,967,712,28,57.03,,198916,576,6241,26244,134.56,935089,506944,784
446,24,79,162,11.6,967,712,28,44.42,,198916,576,6241,26244,134.56,935089,506944,784
446,24,79,162,11.6,967,712,28,51.02,,198916,576,6241,26244,134.56,935089,506944,784
446,24,79,162,10.3,967,712,28,53.39,,198916,576,6241,26244,106.09,935089,506944,784
446,24,79,162,11.6,967,712,3,35.36,,198916,576,6241,26244,134.56,935089,506944,9
446,24,79,162,11.6,967,712,3,25.02,,198916,576,6241,26244,134.56,935089,506944,9
446,24,79,162,11.6,967,712,3,23.35,,198916,576,6241,26244,134.56,935089,506944,9
446,24,79,162,11.6,967,712,7,52.01,,198916,576,6241,26244,134.56,935089,506944,49
446,24,79,162,11.6,967,712,7,38.02,,198916,576,6241,26244,134.56,935089,506944,49
446,24,79,162,11.6,967,712,7,39.3,,198916,576,6241,26244,134.56,935089,506944,49
446,24,79,162,11.6,967,712,56,61.07,,198916,576,6241,26244,134.56,935089,506944,3136
446,24,79,162,11.6,967,712,56,56.14,,198916,576,6241,26244,134.56,935089,506944,3136
446,24,79,162,11.6,967,712,56,55.25,,198916,576,6241,26244,134.56,935089,506944,3136
446,24,79,162,10.3,967,712,56,54.77,,198916,576,6241,26244,106.09,935089,506944,3136
387,20,94,157,14.3,938,845,28,50.24,,149769,400,8836,24649,204.49,879844,714025,784
387,20,94,157,13.9,938,845,28,46.68,,149769,400,8836,24649,193.21,879844,714025,784
387,20,94,157,11.6,938,845,28,46.68,,149769,400,8836,24649,134.56,879844,714025,784
387,20,94,157,14.3,938,845,3,22.75,,149769,400,8836,24649,204.49,879844,714025,9
387,20,94,157,13.9,938,845,3,25.51,,149769,400,8836,24649,193.21,879844,714025,9
387,20,94,157,11.6,938,845,3,34.77,,149769,400,8836,24649,134.56,879844,714025,9
387,20,94,157,14.3,938,845,7,36.84,,149769,400,8836,24649,204.49,879844,714025,49
387,20,94,157,13.9,938,845,7,45.9,,149769,400,8836,24649,193.21,879844,714025,49
387,20,94,157,11.6,938,845,7,41.67,,149769,400,8836,24649,134.56,879844,714025,49
387,20,94,157,14.3,938,845,56,56.34,,149769,400,8836,24649,204.49,879844,714025,3136
387,20,94,157,13.9,938,845,56,47.97,,149769,400,8836,24649,193.21,879844,714025,3136
387,20,94,157,11.6,938,845,56,61.46,,149769,400,8836,24649,134.56,879844,714025,3136
355,19,97,145,13.1,967,871,28,44.03,,126025,361,9409,21025,171.61,935089,758641,784
355,19,97,145,12.3,967,871,28,55.45,,126025,361,9409,21025,151.29,935089,758641,784
491,26,123,210,3.9,882,699,28,55.55,,241081,676,15129,44100,15.21,777924,488601,784
491,26,123,201,3.9,822,699,28,57.92,,241081,676,15129,40401,15.21,675684,488601,784
491,26,123,210,3.9,882,699,3,25.61,,241081,676,15129,44100,15.21,777924,488601,9
491,26,123,210,3.9,882,699,7,33.49,,241081,676,15129,44100,15.21,777924,488601,49
491,26,123,210,3.9,882,699,56,59.59,,241081,676,15129,44100,15.21,777924,488601,3136
491,26,123,201,3.9,822,699,3,29.55,,241081,676,15129,40401,15.21,675684,488601,9
491,26,123,201,3.9,822,699,7,37.92,,241081,676,15129,40401,15.21,675684,488601,49
491,26,123,201,3.9,822,699,56,61.86,,241081,676,15129,40401,15.21,675684,488601,3136
424,22,132,178,8.5,822,750,28,62.05,,179776,484,17424,31684,72.25,675684,562500,784
424,22,132,178,8.5,882,750,3,32.01,,179776,484,17424,31684,72.25,777924,562500,9
424,22,132,168,8.9,822,750,28,72.1,,179776,484,17424,28224,79.21,675684,562500,784
424,22,132,178,8.5,822,750,7,39,,179776,484,17424,31684,72.25,675684,562500,49
424,22,132,178,8.5,822,750,56,65.7,,179776,484,17424,31684,72.25,675684,562500,3136
424,22,132,168,8.9,822,750,3,32.11,,179776,484,17424,28224,79.21,675684,562500,9
424,22,132,168,8.9,822,750,7,40.29,,179776,484,17424,28224,79.21,675684,562500,49
424,22,132,168,8.9,822,750,56,74.36,,179776,484,17424,28224,79.21,675684,562500,3136
202,11,141,206,1.7,942,801,28,21.97,,40804,121,19881,42436,2.89,887364,641601,784
202,11,141,206,1.7,942,801,3,9.85,,40804,121,19881,42436,2.89,887364,641601,9
202,11,141,206,1.7,942,801,7,15.07,,40804,121,19881,42436,2.89,887364,641601,49
202,11,141,206,1.7,942,801,56,23.25,,40804,121,19881,42436,2.89,887364,641601,3136
284,15,141,179,5.5,842,801,28,43.73,,80656,225,19881,32041,30.25,708964,641601,784
284,15,141,179,5.5,842,801,3,13.4,,80656,225,19881,32041,30.25,708964,641601,9
284,15,141,179,5.5,842,801,7,24.13,,80656,225,19881,32041,30.25,708964,641601,49
284,15,141,179,5.5,842,801,56,44.52,,80656,225,19881,32041,30.25,708964,641601,3136
359,19,141,154,10.9,942,801,28,62.94,,128881,361,19881,23716,118.81,887364,641601,784
359,19,141,154,10.9,942,801,28,59.49,,128881,361,19881,23716,118.81,887364,641601,784
359,19,141,154,10.9,942,801,3,25.12,,128881,361,19881,23716,118.81,887364,641601,9
359,19,141,154,10.9,942,801,3,23.64,,128881,361,19881,23716,118.81,887364,641601,9
359,19,141,154,10.9,942,801,7,35.75,,128881,361,19881,23716,118.81,887364,641601,49
359,19,141,154,10.9,942,801,7,38.61,,128881,361,19881,23716,118.81,887364,641601,49
359,19,141,154,10.9,942,801,56,68.75,,128881,361,19881,23716,118.81,887364,641601,3136
359,19,141,154,10.9,942,801,56,66.78,,128881,361,19881,23716,118.81,887364,641601,3136
436,0,0,218,0,838.4,719.7,28,23.85,,190096,0,0,47524,0,702914.56,517968.09,784
289,0,0,192,0,913.2,895.3,90,32.07,,83521,0,0,36864,0,833934.24,801562.09,8100
289,0,0,192,0,913.2,895.3,3,11.65,,83521,0,0,36864,0,833934.24,801562.09,9
393,0,0,192,0,940.6,785.6,3,19.2,,154449,0,0,36864,0,884728.36,617167.36,9
393,0,0,192,0,940.6,785.6,90,48.85,,154449,0,0,36864,0,884728.36,617167.36,8100
393,0,0,192,0,940.6,785.6,28,39.6,,154449,0,0,36864,0,884728.36,617167.36,784
480,0,0,192,0,936.2,712.2,28,43.94,,230400,0,0,36864,0,876470.44,507228.84,784
480,0,0,192,0,936.2,712.2,7,34.57,,230400,0,0,36864,0,876470.44,507228.84,49
480,0,0,192,0,936.2,712.2,90,54.32,,230400,0,0,36864,0,876470.44,507228.84,8100
480,0,0,192,0,936.2,712.2,3,24.4,,230400,0,0,36864,0,876470.44,507228.84,9
333,0,0,192,0,931.2,842.6,3,15.62,,110889,0,0,36864,0,867133.44,709974.76,9
255,0,0,192,0,889.8,945,90,21.86,,65025,0,0,36864,0,791744.04,893025,8100
255,0,0,192,0,889.8,945,7,10.22,,65025,0,0,36864,0,791744.04,893025,49
289,0,0,192,0,913.2,895.3,7,14.6,,83521,0,0,36864,0,833934.24,801562.09,49
255,0,0,192,0,889.8,945,28,18.75,,65025,0,0,36864,0,791744.04,893025,784
333,0,0,192,0,931.2,842.6,28,31.97,,110889,0,0,36864,0,867133.44,709974.76,784
333,0,0,192,0,931.2,842.6,7,23.4,,110889,0,0,36864,0,867133.44,709974.76,49
289,0,0,192,0,913.2,895.3,28,25.57,,83521,0,0,36864,0,833934.24,801562.09,784
333,0,0,192,0,931.2,842.6,90,41.68,,110889,0,0,36864,0,867133.44,709974.76,8100
393,0,0,192,0,940.6,785.6,7,27.74,,154449,0,0,36864,0,884728.36,617167.36,49
255,0,0,192,0,889.8,945,3,8.2,,65025,0,0,36864,0,791744.04,893025,9
158.8,238.2,0,185.7,0,1040.6,734.3,7,9.62,,25217.44,56739.24,0,34484.49,0,1082848.36,539196.49,49
239.6,359.4,0,185.7,0,941.6,664.3,7,25.42,,57408.16,129168.36,0,34484.49,0,886610.56,441294.49,49
238.2,158.8,0,185.7,0,1040.6,734.3,7,15.69,,56739.24,25217.44,0,34484.49,0,1082848.36,539196.49,49
181.9,272.8,0,185.7,0,1012.4,714.3,28,27.94,,33087.61,74419.84,0,34484.49,0,1024953.76,510224.49,784
193.5,290.2,0,185.7,0,998.2,704.3,28,32.63,,37442.25,84216.04,0,34484.49,0,996403.24,496038.49,784
255.5,170.3,0,185.7,0,1026.6,724.3,7,17.24,,65280.25,29002.09,0,34484.49,0,1053907.56,524610.49,49
272.8,181.9,0,185.7,0,1012.4,714.3,7,19.77,,74419.84,33087.61,0,34484.49,0,1024953.76,510224.49,49
239.6,359.4,0,185.7,0,941.6,664.3,28,39.44,,57408.16,129168.36,0,34484.49,0,886610.56,441294.49,784
220.8,147.2,0,185.7,0,1055,744.3,28,25.75,,48752.64,21667.84,0,34484.49,0,1113025,553982.49,784
397,0,0,185.7,0,1040.6,734.3,28,33.08,,157609,0,0,34484.49,0,1082848.36,539196.49,784
382.5,0,0,185.7,0,1047.8,739.3,7,24.07,,146306.25,0,0,34484.49,0,1097884.84,546564.49,49
210.7,316.1,0,185.7,0,977,689.3,7,21.82,,44394.49,99919.21,0,34484.49,0,954529,475134.49,49
158.8,238.2,0,185.7,0,1040.6,734.3,28,21.07,,25217.44,56739.24,0,34484.49,0,1082848.36,539196.49,784
295.8,0,0,185.7,0,1091.4,769.3,7,14.84,,87497.64,0,0,34484.49,0,1191153.96,591822.49,49
255.5,170.3,0,185.7,0,1026.6,724.3,28,32.05,,65280.25,29002.09,0,34484.49,0,1053907.56,524610.49,784
203.5,135.7,0,185.7,0,1076.2,759.3,7,11.96,,41412.25,18414.49,0,34484.49,0,1158206.44,576536.49,49
397,0,0,185.7,0,1040.6,734.3,7,25.45,,157609,0,0,34484.49,0,1082848.36,539196.49,49
381.4,0,0,185.7,0,1104.6,784.3,28,22.49,,145465.96,0,0,34484.49,0,1220141.16,615126.49,784
295.8,0,0,185.7,0,1091.4,769.3,28,25.22,,87497.64,0,0,34484.49,0,1191153.96,591822.49,784
228,342.1,0,185.7,0,955.8,674.3,28,39.7,,51984,117032.41,0,34484.49,0,913553.64,454680.49,784
220.8,147.2,0,185.7,0,1055,744.3,7,13.09,,48752.64,21667.84,0,34484.49,0,1113025,553982.49,49
316.1,210.7,0,185.7,0,977,689.3,28,38.7,,99919.21,44394.49,0,34484.49,0,954529,475134.49,784
135.7,203.5,0,185.7,0,1076.2,759.3,7,7.51,,18414.49,41412.25,0,34484.49,0,1158206.44,576536.49,49
238.1,0,0,185.7,0,1118.8,789.3,28,17.58,,56691.61,0,0,34484.49,0,1251713.44,622994.49,784
339.2,0,0,185.7,0,1069.2,754.3,7,21.18,,115056.64,0,0,34484.49,0,1143188.64,568968.49,49
135.7,203.5,0,185.7,0,1076.2,759.3,28,18.2,,18414.49,41412.25,0,34484.49,0,1158206.44,576536.49,784
193.5,290.2,0,185.7,0,998.2,704.3,7,17.2,,37442.25,84216.04,0,34484.49,0,996403.24,496038.49,49
203.5,135.7,0,185.7,0,1076.2,759.3,28,22.63,,41412.25,18414.49,0,34484.49,0,1158206.44,576536.49,784
290.2,193.5,0,185.7,0,998.2,704.3,7,21.86,,84216.04,37442.25,0,34484.49,0,996403.24,496038.49,49
181.9,272.8,0,185.7,0,1012.4,714.3,7,12.37,,33087.61,74419.84,0,34484.49,0,1024953.76,510224.49,49
170.3,155.5,0,185.7,0,1026.6,724.3,28,25.73,,29002.09,24180.25,0,34484.49,0,1053907.56,524610.49,784
210.7,316.1,0,185.7,0,977,689.3,28,37.81,,44394.49,99919.21,0,34484.49,0,954529,475134.49,784
228,342.1,0,185.7,0,955.8,674.3,7,21.92,,51984,117032.41,0,34484.49,0,913553.64,454680.49,49
290.2,193.5,0,185.7,0,998.2,704.3,28,33.04,,84216.04,37442.25,0,34484.49,0,996403.24,496038.49,784
381.4,0,0,185.7,0,1104.6,784.3,7,14.54,,145465.96,0,0,34484.49,0,1220141.16,615126.49,49
238.2,158.8,0,185.7,0,1040.6,734.3,28,26.91,,56739.24,25217.44,0,34484.49,0,1082848.36,539196.49,784
186.2,124.1,0,185.7,0,1083.4,764.3,7,8,,34670.44,15400.81,0,34484.49,0,1173755.56,584154.49,49
339.2,0,0,185.7,0,1069.2,754.3,28,31.9,,115056.64,0,0,34484.49,0,1143188.64,568968.49,784
238.1,0,0,185.7,0,1118.8,789.3,7,10.34,,56691.61,0,0,34484.49,0,1251713.44,622994.49,49
252.5,0,0,185.7,0,1111.6,784.3,28,19.77,,63756.25,0,0,34484.49,0,1235654.56,615126.49,784
382.5,0,0,185.7,0,1047.8,739.3,28,37.44,,146306.25,0,0,34484.49,0,1097884.84,546564.49,784
252.5,0,0,185.7,0,1111.6,784.3,7,11.48,,63756.25,0,0,34484.49,0,1235654.56,615126.49,49
316.1,210.7,0,185.7,0,977,689.3,7,24.44,,99919.21,44394.49,0,34484.49,0,954529,475134.49,49
186.2,124.1,0,185.7,0,1083.4,764.3,28,17.6,,34670.44,15400.81,0,34484.49,0,1173755.56,584154.49,784
170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73,,29002.09,24180.25,0,34484.49,0,1053907.56,524610.49,49
272.8,181.9,0,185.7,0,1012.4,714.3,28,31.38,,74419.84,33087.61,0,34484.49,0,1024953.76,510224.49,784
339,0,0,197,0,968,781,3,13.22,,114921,0,0,38809,0,937024,609961,9
339,0,0,197,0,968,781,7,20.97,,114921,0,0,38809,0,937024,609961,49
339,0,0,197,0,968,781,14,27.04,,114921,0,0,38809,0,937024,609961,196
339,0,0,197,0,968,781,28,32.04,,114921,0,0,38809,0,937024,609961,784
339,0,0,197,0,968,781,90,35.17,,114921,0,0,38809,0,937024,609961,8100
339,0,0,197,0,968,781,180,36.45,,114921,0,0,38809,0,937024,609961,32400
339,0,0,197,0,968,781,365,38.89,,114921,0,0,38809,0,937024,609961,133225
236,0,0,194,0,968,885,3,6.47,,55696,0,0,37636,0,937024,783225,9
236,0,0,194,0,968,885,14,12.84,,55696,0,0,37636,0,937024,783225,196
236,0,0,194,0,968,885,28,18.42,,55696,0,0,37636,0,937024,783225,784
236,0,0,194,0,968,885,90,21.95,,55696,0,0,37636,0,937024,783225,8100
236,0,0,193,0,968,885,180,24.1,,55696,0,0,37249,0,937024,783225,32400
236,0,0,193,0,968,885,365,25.08,,55696,0,0,37249,0,937024,783225,133225
277,0,0,191,0,968,856,14,21.26,,76729,0,0,36481,0,937024,732736,196
277,0,0,191,0,968,856,28,25.97,,76729,0,0,36481,0,937024,732736,784
277,0,0,191,0,968,856,3,11.36,,76729,0,0,36481,0,937024,732736,9
277,0,0,191,0,968,856,90,31.25,,76729,0,0,36481,0,937024,732736,8100
277,0,0,191,0,968,856,180,32.33,,76729,0,0,36481,0,937024,732736,32400
277,0,0,191,0,968,856,360,33.7,,76729,0,0,36481,0,937024,732736,129600
254,0,0,198,0,968,863,3,9.31,,64516,0,0,39204,0,937024,744769,9
254,0,0,198,0,968,863,90,26.94,,64516,0,0,39204,0,937024,744769,8100
254,0,0,198,0,968,863,180,27.63,,64516,0,0,39204,0,937024,744769,32400
254,0,0,198,0,968,863,365,29.79,,64516,0,0,39204,0,937024,744769,133225
307,0,0,193,0,968,812,180,34.49,,94249,0,0,37249,0,937024,659344,32400
307,0,0,193,0,968,812,365,36.15,,94249,0,0,37249,0,937024,659344,133225
307,0,0,193,0,968,812,3,12.54,,94249,0,0,37249,0,937024,659344,9
307,0,0,193,0,968,812,28,27.53,,94249,0,0,37249,0,937024,659344,784
307,0,0,193,0,968,812,90,32.92,,94249,0,0,37249,0,937024,659344,8100
236,0,0,193,0,968,885,7,9.99,,55696,0,0,37249,0,937024,783225,49
200,0,0,180,0,1125,845,7,7.84,,40000,0,0,32400,0,1265625,714025,49
200,0,0,180,0,1125,845,28,12.25,,40000,0,0,32400,0,1265625,714025,784
225,0,0,181,0,1113,833,7,11.17,,50625,0,0,32761,0,1238769,693889,49
225,0,0,181,0,1113,833,28,17.34,,50625,0,0,32761,0,1238769,693889,784
325,0,0,184,0,1063,783,7,17.54,,105625,0,0,33856,0,1129969,613089,49
325,0,0,184,0,1063,783,28,30.57,,105625,0,0,33856,0,1129969,613089,784
275,0,0,183,0,1088,808,7,14.2,,75625,0,0,33489,0,1183744,652864,49
275,0,0,183,0,1088,808,28,24.5,,75625,0,0,33489,0,1183744,652864,784
300,0,0,184,0,1075,795,7,15.58,,90000,0,0,33856,0,1155625,632025,49
300,0,0,184,0,1075,795,28,26.85,,90000,0,0,33856,0,1155625,632025,784
375,0,0,186,0,1038,758,7,26.06,,140625,0,0,34596,0,1077444,574564,49
375,0,0,186,0,1038,758,28,38.21,,140625,0,0,34596,0,1077444,574564,784
400,0,0,187,0,1025,745,28,43.7,,160000,0,0,34969,0,1050625,555025,784
400,0,0,187,0,1025,745,7,30.14,,160000,0,0,34969,0,1050625,555025,49
250,0,0,182,0,1100,820,7,12.73,,62500,0,0,33124,0,1210000,672400,49
250,0,0,182,0,1100,820,28,20.87,,62500,0,0,33124,0,1210000,672400,784
350,0,0,186,0,1050,770,7,20.28,,122500,0,0,34596,0,1102500,592900,49
350,0,0,186,0,1050,770,28,34.29,,122500,0,0,34596,0,1102500,592900,784
203.5,305.3,0,203.5,0,963.4,630,7,19.54,,41412.25,93208.09,0,41412.25,0,928139.56,396900,49
250.2,166.8,0,203.5,0,977.6,694.1,90,47.71,,62600.04,27822.24,0,41412.25,0,955701.76,481774.81,8100
157,236,0,192,0,935.4,781.2,90,43.38,,24649,55696,0,36864,0,874973.16,610273.44,8100
141.3,212,0,203.5,0,971.8,748.5,28,29.89,,19965.69,44944,0,41412.25,0,944395.24,560252.25,784
166.8,250.2,0,203.5,0,975.6,692.6,3,6.9,,27822.24,62600.04,0,41412.25,0,951795.36,479694.76,9
122.6,183.9,0,203.5,0,958.2,800.1,90,33.19,,15030.76,33819.21,0,41412.25,0,918147.24,640160.01,8100
183.9,122.6,0,203.5,0,959.2,800,3,4.9,,33819.21,15030.76,0,41412.25,0,920064.64,640000,9
102,153,0,192,0,887,942,3,4.57,,10404,23409,0,36864,0,786769,887364,9
102,153,0,192,0,887,942,90,25.46,,10404,23409,0,36864,0,786769,887364,8100
122.6,183.9,0,203.5,0,958.2,800.1,28,24.29,,15030.76,33819.21,0,41412.25,0,918147.24,640160.01,784
166.8,250.2,0,203.5,0,975.6,692.6,28,33.95,,27822.24,62600.04,0,41412.25,0,951795.36,479694.76,784
200,133,0,192,0,965.4,806.2,3,11.41,,40000,17689,0,36864,0,931997.16,649958.44,9
108.3,162.4,0,203.5,0,938.2,849,28,20.59,,11728.89,26373.76,0,41412.25,0,880219.24,720801,784
305.3,203.5,0,203.5,0,965.4,631,7,25.89,,93208.09,41412.25,0,41412.25,0,931997.16,398161,49
108.3,162.4,0,203.5,0,938.2,849,90,29.23,,11728.89,26373.76,0,41412.25,0,880219.24,720801,8100
116,173,0,192,0,909.8,891.9,90,31.02,,13456,29929,0,36864,0,827736.04,795485.61,8100
141.3,212,0,203.5,0,971.8,748.5,7,10.39,,19965.69,44944,0,41412.25,0,944395.24,560252.25,49
157,236,0,192,0,935.4,781.2,28,33.66,,24649,55696,0,36864,0,874973.16,610273.44,784
133,200,0,192,0,927.4,839.2,28,27.87,,17689,40000,0,36864,0,860070.76,704256.64,784
250.2,166.8,0,203.5,0,977.6,694.1,7,19.35,,62600.04,27822.24,0,41412.25,0,955701.76,481774.81,49
173,116,0,192,0,946.8,856.8,7,11.39,,29929,13456,0,36864,0,896430.24,734106.24,49
192,288,0,192,0,929.8,716.1,3,12.79,,36864,82944,0,36864,0,864528.04,512799.21,9
192,288,0,192,0,929.8,716.1,28,39.32,,36864,82944,0,36864,0,864528.04,512799.21,784
153,102,0,192,0,888,943.1,3,4.78,,23409,10404,0,36864,0,788544,889437.61,9
288,192,0,192,0,932,717.8,3,16.11,,82944,36864,0,36864,0,868624,515236.84,9
305.3,203.5,0,203.5,0,965.4,631,28,43.38,,93208.09,41412.25,0,41412.25,0,931997.16,398161,784
236,157,0,192,0,972.6,749.1,7,20.42,,55696,24649,0,36864,0,945950.76,561150.81,49
173,116,0,192,0,946.8,856.8,3,6.94,,29929,13456,0,36864,0,896430.24,734106.24,9
212,141.3,0,203.5,0,973.4,750,7,15.03,,44944,19965.69,0,41412.25,0,947507.56,562500,49
236,157,0,192,0,972.6,749.1,3,13.57,,55696,24649,0,36864,0,945950.76,561150.81,9
183.9,122.6,0,203.5,0,959.2,800,90,32.53,,33819.21,15030.76,0,41412.25,0,920064.64,640000,8100
166.8,250.2,0,203.5,0,975.6,692.6,7,15.75,,27822.24,62600.04,0,41412.25,0,951795.36,479694.76,49
102,153,0,192,0,887,942,7,7.68,,10404,23409,0,36864,0,786769,887364,49
288,192,0,192,0,932,717.8,28,38.8,,82944,36864,0,36864,0,868624,515236.84,784
212,141.3,0,203.5,0,973.4,750,28,33,,44944,19965.69,0,41412.25,0,947507.56,562500,784
102,153,0,192,0,887,942,28,17.28,,10404,23409,0,36864,0,786769,887364,784
173,116,0,192,0,946.8,856.8,28,24.28,,29929,13456,0,36864,0,896430.24,734106.24,784
183.9,122.6,0,203.5,0,959.2,800,28,24.05,,33819.21,15030.76,0,41412.25,0,920064.64,640000,784
133,200,0,192,0,927.4,839.2,90,36.59,,17689,40000,0,36864,0,860070.76,704256.64,8100
192,288,0,192,0,929.8,716.1,90,50.73,,36864,82944,0,36864,0,864528.04,512799.21,8100
133,200,0,192,0,927.4,839.2,7,13.66,,17689,40000,0,36864,0,860070.76,704256.64,49
305.3,203.5,0,203.5,0,965.4,631,3,14.14,,93208.09,41412.25,0,41412.25,0,931997.16,398161,9
236,157,0,192,0,972.6,749.1,90,47.78,,55696,24649,0,36864,0,945950.76,561150.81,8100
108.3,162.4,0,203.5,0,938.2,849,3,2.33,,11728.89,26373.76,0,41412.25,0,880219.24,720801,9
157,236,0,192,0,935.4,781.2,7,16.89,,24649,55696,0,36864,0,874973.16,610273.44,49
288,192,0,192,0,932,717.8,7,23.52,,82944,36864,0,36864,0,868624,515236.84,49
212,141.3,0,203.5,0,973.4,750,3,6.81,,44944,19965.69,0,41412.25,0,947507.56,562500,9
212,141.3,0,203.5,0,973.4,750,90,39.7,,44944,19965.69,0,41412.25,0,947507.56,562500,8100
153,102,0,192,0,888,943.1,28,17.96,,23409,10404,0,36864,0,788544,889437.61,784
236,157,0,192,0,972.6,749.1,28,32.88,,55696,24649,0,36864,0,945950.76,561150.81,784
116,173,0,192,0,909.8,891.9,28,22.35,,13456,29929,0,36864,0,827736.04,795485.61,784
183.9,122.6,0,203.5,0,959.2,800,7,10.79,,33819.21,15030.76,0,41412.25,0,920064.64,640000,49
108.3,162.4,0,203.5,0,938.2,849,7,7.72,,11728.89,26373.76,0,41412.25,0,880219.24,720801,49
203.5,305.3,0,203.5,0,963.4,630,28,41.68,,41412.25,93208.09,0,41412.25,0,928139.56,396900,784
203.5,305.3,0,203.5,0,963.4,630,3,9.56,,41412.25,93208.09,0,41412.25,0,928139.56,396900,9
133,200,0,192,0,927.4,839.2,3,6.88,,17689,40000,0,36864,0,860070.76,704256.64,9
288,192,0,192,0,932,717.8,90,50.53,,82944,36864,0,36864,0,868624,515236.84,8100
200,133,0,192,0,965.4,806.2,7,17.17,,40000,17689,0,36864,0,931997.16,649958.44,49
200,133,0,192,0,965.4,806.2,28,30.44,,40000,17689,0,36864,0,931997.16,649958.44,784
250.2,166.8,0,203.5,0,977.6,694.1,3,9.73,,62600.04,27822.24,0,41412.25,0,955701.76,481774.81,9
122.6,183.9,0,203.5,0,958.2,800.1,3,3.32,,15030.76,33819.21,0,41412.25,0,918147.24,640160.01,9
153,102,0,192,0,888,943.1,90,26.32,,23409,10404,0,36864,0,788544,889437.61,8100
200,133,0,192,0,965.4,806.2,90,43.25,,40000,17689,0,36864,0,931997.16,649958.44,8100
116,173,0,192,0,909.8,891.9,3,6.28,,13456,29929,0,36864,0,827736.04,795485.61,9
173,116,0,192,0,946.8,856.8,90,32.1,,29929,13456,0,36864,0,896430.24,734106.24,8100
250.2,166.8,0,203.5,0,977.6,694.1,28,36.96,,62600.04,27822.24,0,41412.25,0,955701.76,481774.81,784
305.3,203.5,0,203.5,0,965.4,631,90,54.6,,93208.09,41412.25,0,41412.25,0,931997.16,398161,8100
192,288,0,192,0,929.8,716.1,7,21.48,,36864,82944,0,36864,0,864528.04,512799.21,49
157,236,0,192,0,935.4,781.2,3,9.69,,24649,55696,0,36864,0,874973.16,610273.44,9
153,102,0,192,0,888,943.1,7,8.37,,23409,10404,0,36864,0,788544,889437.61,49
141.3,212,0,203.5,0,971.8,748.5,90,39.66,,19965.69,44944,0,41412.25,0,944395.24,560252.25,8100
